date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:48:43	4450/4450	---MCZ	200	added ('OK')	text/css	date:Mon,%2009%20Dec%202024%2003:56:57%20GMT	https://yyz2.discourse-cdn.com/free1/stylesheets/discourse-adplugin_9258ead2aa7dc7a96ffe0b2089a5b7ca643a4781.css?__ws=smoothwan.discourse.group	C:/Users/user/Desktop/sm/smoothwan-forum/yyz2.discourse-cdn.com/free1/stylesheets/discourse-adplugin_9258ead2aa7dc7a96ffe0b2089a5b7ca643a4781.css_;%20filename_=UTF-8''discourse-adplugin_9258ead2aa7dc7a96ffe0b2089a5b7ca643a4781e41b.css	(from https://smoothwan.discourse.group/?_escaped_fragment_)
20:48:43	32236/32236	---MCZ	200	added ('OK')	text/css	date:Mon,%2009%20Dec%202024%2003:56:57%20GMT	https://yyz2.discourse-cdn.com/free1/stylesheets/discourse-ai_9258ead2aa7dc7a96ffe0b2089a5b7ca643a4781.css?__ws=smoothwan.discourse.group	C:/Users/user/Desktop/sm/smoothwan-forum/yyz2.discourse-cdn.com/free1/stylesheets/discourse-ai_9258ead2aa7dc7a96ffe0b2089a5b7ca643a4781.css_;%20filename_=UTF-8''discourse-ai_9258ead2aa7dc7a96ffe0b2089a5b7ca643a4781e41b.css	(from https://smoothwan.discourse.group/?_escaped_fragment_)
20:48:43	461/461	---MCZ	200	added ('OK')	text/css	date:Mon,%2009%20Dec%202024%2003:56:57%20GMT	https://yyz2.discourse-cdn.com/free1/stylesheets/discourse-akismet_9258ead2aa7dc7a96ffe0b2089a5b7ca643a4781.css?__ws=smoothwan.discourse.group	C:/Users/user/Desktop/sm/smoothwan-forum/yyz2.discourse-cdn.com/free1/stylesheets/discourse-akismet_9258ead2aa7dc7a96ffe0b2089a5b7ca643a4781.css_;%20filename_=UTF-8''discourse-akismet_9258ead2aa7dc7a96ffe0b2089a5b7ca643a4781e41b.css	(from https://smoothwan.discourse.group/?_escaped_fragment_)
20:48:44	957/957	---MCZ	200	added ('OK')	text/css	date:Mon,%2009%20Dec%202024%2003:56:57%20GMT	https://yyz2.discourse-cdn.com/free1/stylesheets/discourse-cakeday_9258ead2aa7dc7a96ffe0b2089a5b7ca643a4781.css?__ws=smoothwan.discourse.group	C:/Users/user/Desktop/sm/smoothwan-forum/yyz2.discourse-cdn.com/free1/stylesheets/discourse-cakeday_9258ead2aa7dc7a96ffe0b2089a5b7ca643a4781.css_;%20filename_=UTF-8''discourse-cakeday_9258ead2aa7dc7a96ffe0b2089a5b7ca643a4781e41b.css	(from https://smoothwan.discourse.group/?_escaped_fragment_)
20:48:44	3180/3180	---MCZ	200	added ('OK')	text/css	date:Mon,%2009%20Dec%202024%2003:56:57%20GMT	https://yyz2.discourse-cdn.com/free1/stylesheets/discourse-details_9258ead2aa7dc7a96ffe0b2089a5b7ca643a4781.css?__ws=smoothwan.discourse.group	C:/Users/user/Desktop/sm/smoothwan-forum/yyz2.discourse-cdn.com/free1/stylesheets/discourse-details_9258ead2aa7dc7a96ffe0b2089a5b7ca643a4781.css_;%20filename_=UTF-8''discourse-details_9258ead2aa7dc7a96ffe0b2089a5b7ca643a4781e41b.css	(from https://smoothwan.discourse.group/?_escaped_fragment_)
20:48:44	7679/7679	---MCZ	200	added ('OK')	text/css	date:Mon,%2009%20Dec%202024%2003:56:57%20GMT	https://yyz2.discourse-cdn.com/free1/stylesheets/discourse-lazy-videos_9258ead2aa7dc7a96ffe0b2089a5b7ca643a4781.css?__ws=smoothwan.discourse.group	C:/Users/user/Desktop/sm/smoothwan-forum/yyz2.discourse-cdn.com/free1/stylesheets/discourse-lazy-videos_9258ead2aa7dc7a96ffe0b2089a5b7ca643a4781.css_;%20filename_=UTF-8''discourse-lazy-videos_9258ead2aa7dc7a96ffe0b2089a5b7ca643a4781e41b.c	(from https://smoothwan.discourse.group/?_escaped_fragment_)
20:48:44	869/869	---MCZ	200	added ('OK')	text/css	date:Mon,%2009%20Dec%202024%2003:56:57%20GMT	https://yyz2.discourse-cdn.com/free1/stylesheets/discourse-local-dates_9258ead2aa7dc7a96ffe0b2089a5b7ca643a4781.css?__ws=smoothwan.discourse.group	C:/Users/user/Desktop/sm/smoothwan-forum/yyz2.discourse-cdn.com/free1/stylesheets/discourse-local-dates_9258ead2aa7dc7a96ffe0b2089a5b7ca643a4781.css_;%20filename_=UTF-8''discourse-local-dates_9258ead2aa7dc7a96ffe0b2089a5b7ca643a4781e41b.c	(from https://smoothwan.discourse.group/?_escaped_fragment_)
20:48:45	183/183	---MCZ	200	added ('OK')	text/css	date:Mon,%2009%20Dec%202024%2003:56:57%20GMT	https://yyz2.discourse-cdn.com/free1/stylesheets/discourse-narrative-bot_9258ead2aa7dc7a96ffe0b2089a5b7ca643a4781.css?__ws=smoothwan.discourse.group	C:/Users/user/Desktop/sm/smoothwan-forum/yyz2.discourse-cdn.com/free1/stylesheets/discourse-narrative-bot_9258ead2aa7dc7a96ffe0b2089a5b7ca643a4781.css_;%20filename_=UTF-8''discourse-narrative-bot_9258ead2aa7dc7a96ffe0b2089a5b7ca643a4781e4	(from https://smoothwan.discourse.group/?_escaped_fragment_)
20:48:45	1281/1281	---MCZ	200	added ('OK')	text/css	date:Mon,%2009%20Dec%202024%2003:56:57%20GMT	https://yyz2.discourse-cdn.com/free1/stylesheets/discourse-presence_9258ead2aa7dc7a96ffe0b2089a5b7ca643a4781.css?__ws=smoothwan.discourse.group	C:/Users/user/Desktop/sm/smoothwan-forum/yyz2.discourse-cdn.com/free1/stylesheets/discourse-presence_9258ead2aa7dc7a96ffe0b2089a5b7ca643a4781.css_;%20filename_=UTF-8''discourse-presence_9258ead2aa7dc7a96ffe0b2089a5b7ca643a4781e41b.css	(from https://smoothwan.discourse.group/?_escaped_fragment_)
20:48:45	12469/12469	---MCZ	200	added ('OK')	text/css	date:Mon,%2009%20Dec%202024%2003:56:57%20GMT	https://yyz2.discourse-cdn.com/free1/stylesheets/discourse-reactions_9258ead2aa7dc7a96ffe0b2089a5b7ca643a4781.css?__ws=smoothwan.discourse.group	C:/Users/user/Desktop/sm/smoothwan-forum/yyz2.discourse-cdn.com/free1/stylesheets/discourse-reactions_9258ead2aa7dc7a96ffe0b2089a5b7ca643a4781.css_;%20filename_=UTF-8''discourse-reactions_9258ead2aa7dc7a96ffe0b2089a5b7ca643a4781e41b.css	(from https://smoothwan.discourse.group/?_escaped_fragment_)
20:48:45	1065/1065	---MCZ	200	added ('OK')	text/css	date:Mon,%2009%20Dec%202024%2003:56:57%20GMT	https://yyz2.discourse-cdn.com/free1/stylesheets/discourse-solved_9258ead2aa7dc7a96ffe0b2089a5b7ca643a4781.css?__ws=smoothwan.discourse.group	C:/Users/user/Desktop/sm/smoothwan-forum/yyz2.discourse-cdn.com/free1/stylesheets/discourse-solved_9258ead2aa7dc7a96ffe0b2089a5b7ca643a4781.css_;%20filename_=UTF-8''discourse-solved_9258ead2aa7dc7a96ffe0b2089a5b7ca643a4781e41b.css	(from https://smoothwan.discourse.group/?_escaped_fragment_)
20:48:45	1755/1755	---MCZ	200	added ('OK')	text/css	date:Mon,%2009%20Dec%202024%2003:56:57%20GMT	https://yyz2.discourse-cdn.com/free1/stylesheets/footnote_9258ead2aa7dc7a96ffe0b2089a5b7ca643a4781.css?__ws=smoothwan.discourse.group	C:/Users/user/Desktop/sm/smoothwan-forum/yyz2.discourse-cdn.com/free1/stylesheets/footnote_9258ead2aa7dc7a96ffe0b2089a5b7ca643a4781.css_;%20filename_=UTF-8''footnote_9258ead2aa7dc7a96ffe0b2089a5b7ca643a4781e41b.css	(from https://smoothwan.discourse.group/?_escaped_fragment_)
20:48:46	13211/13211	---MCZ	200	added ('OK')	text/css	date:Mon,%2009%20Dec%202024%2003:56:57%20GMT	https://yyz2.discourse-cdn.com/free1/stylesheets/hosted-site_9258ead2aa7dc7a96ffe0b2089a5b7ca643a4781.css?__ws=smoothwan.discourse.group	C:/Users/user/Desktop/sm/smoothwan-forum/yyz2.discourse-cdn.com/free1/stylesheets/hosted-site_9258ead2aa7dc7a96ffe0b2089a5b7ca643a4781.css_;%20filename_=UTF-8''hosted-site_9258ead2aa7dc7a96ffe0b2089a5b7ca643a4781e41b.css	(from https://smoothwan.discourse.group/?_escaped_fragment_)
20:48:46	13604/13604	---MCZ	200	added ('OK')	text/css	date:Mon,%2009%20Dec%202024%2003:56:57%20GMT	https://yyz2.discourse-cdn.com/free1/stylesheets/poll_9258ead2aa7dc7a96ffe0b2089a5b7ca643a4781.css?__ws=smoothwan.discourse.group	C:/Users/user/Desktop/sm/smoothwan-forum/yyz2.discourse-cdn.com/free1/stylesheets/poll_9258ead2aa7dc7a96ffe0b2089a5b7ca643a4781.css_;%20filename_=UTF-8''poll_9258ead2aa7dc7a96ffe0b2089a5b7ca643a4781e41b.css	(from https://smoothwan.discourse.group/?_escaped_fragment_)
20:48:46	1059/1059	---MCZ	200	added ('OK')	text/css	date:Mon,%2009%20Dec%202024%2003:56:57%20GMT	https://yyz2.discourse-cdn.com/free1/stylesheets/spoiler-alert_9258ead2aa7dc7a96ffe0b2089a5b7ca643a4781.css?__ws=smoothwan.discourse.group	C:/Users/user/Desktop/sm/smoothwan-forum/yyz2.discourse-cdn.com/free1/stylesheets/spoiler-alert_9258ead2aa7dc7a96ffe0b2089a5b7ca643a4781.css_;%20filename_=UTF-8''spoiler-alert_9258ead2aa7dc7a96ffe0b2089a5b7ca643a4781e41b.css	(from https://smoothwan.discourse.group/?_escaped_fragment_)
20:48:46	634/634	---MCZ	200	added ('OK')	text/css	date:Mon,%2009%20Dec%202024%2003:56:57%20GMT	https://yyz2.discourse-cdn.com/free1/stylesheets/discourse-ai_desktop_9258ead2aa7dc7a96ffe0b2089a5b7ca643a4781.css?__ws=smoothwan.discourse.group	C:/Users/user/Desktop/sm/smoothwan-forum/yyz2.discourse-cdn.com/free1/stylesheets/discourse-ai_desktop_9258ead2aa7dc7a96ffe0b2089a5b7ca643a4781.css_;%20filename_=UTF-8''discourse-ai_desktop_9258ead2aa7dc7a96ffe0b2089a5b7ca643a4781e41b.css	(from https://smoothwan.discourse.group/?_escaped_fragment_)
20:48:47	254/254	---MCZ	200	added ('OK')	text/css	date:Mon,%2009%20Dec%202024%2003:56:57%20GMT	https://yyz2.discourse-cdn.com/free1/stylesheets/discourse-reactions_desktop_9258ead2aa7dc7a96ffe0b2089a5b7ca643a4781.css?__ws=smoothwan.discourse.group	C:/Users/user/Desktop/sm/smoothwan-forum/yyz2.discourse-cdn.com/free1/stylesheets/discourse-reactions_desktop_9258ead2aa7dc7a96ffe0b2089a5b7ca643a4781.css_;%20filename_=UTF-8''discourse-reactions_desktop_9258ead2aa7dc7a96ffe0b2089a5b7ca64	(from https://smoothwan.discourse.group/?_escaped_fragment_)
20:48:47	498/498	---MCZ	200	added ('OK')	text/css	date:Mon,%2009%20Dec%202024%2003:56:57%20GMT	https://yyz2.discourse-cdn.com/free1/stylesheets/poll_desktop_9258ead2aa7dc7a96ffe0b2089a5b7ca643a4781.css?__ws=smoothwan.discourse.group	C:/Users/user/Desktop/sm/smoothwan-forum/yyz2.discourse-cdn.com/free1/stylesheets/poll_desktop_9258ead2aa7dc7a96ffe0b2089a5b7ca643a4781.css_;%20filename_=UTF-8''poll_desktop_9258ead2aa7dc7a96ffe0b2089a5b7ca643a4781e41b.css	(from https://smoothwan.discourse.group/?_escaped_fragment_)
20:48:47	120/120	---MCZ	200	added ('OK')	text/css	date:Mon,%2009%20Dec%202024%2015:34:36%20GMT	https://yyz2.discourse-cdn.com/free1/stylesheets/desktop_theme_1_1653767a2120603d38aafab509834c0911dfda5f.css?__ws=smoothwan.discourse.group	C:/Users/user/Desktop/sm/smoothwan-forum/yyz2.discourse-cdn.com/free1/stylesheets/desktop_theme_1_1653767a2120603d38aafab509834c0911dfda5f.css_;%20filename_=UTF-8''desktop_theme_1_1653767a2120603d38aafab509834c0911dfda5fe41b.css	(from https://smoothwan.discourse.group/?_escaped_fragment_)
20:48:48	26374/26374	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Dec%202024%2017:48:48%20GMT	https://smoothwan.discourse.group/c/announcements/5	C:/Users/user/Desktop/sm/smoothwan-forum/smoothwan.discourse.group/c/announcements/5.html	(from https://smoothwan.discourse.group/?_escaped_fragment_)
20:48:49	58163/58163	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Dec%202024%2017:48:49%20GMT	https://smoothwan.discourse.group/c/help/4	C:/Users/user/Desktop/sm/smoothwan-forum/smoothwan.discourse.group/c/help/4.html	(from https://smoothwan.discourse.group/?_escaped_fragment_)
20:48:49	19736/19736	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Dec%202024%2017:48:50%20GMT	https://smoothwan.discourse.group/c/development/2	C:/Users/user/Desktop/sm/smoothwan-forum/smoothwan.discourse.group/c/development/2.html	(from https://smoothwan.discourse.group/?_escaped_fragment_)
20:48:50	11009/11009	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Dec%202024%2017:48:50%20GMT	https://smoothwan.discourse.group/categories	C:/Users/user/Desktop/sm/smoothwan-forum/smoothwan.discourse.group/categories.html	(from https://smoothwan.discourse.group/?_escaped_fragment_)
20:48:51	10695/10695	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Dec%202024%2017:48:51%20GMT	https://smoothwan.discourse.group/tos	C:/Users/user/Desktop/sm/smoothwan-forum/smoothwan.discourse.group/tos.html	(from https://smoothwan.discourse.group/?_escaped_fragment_)
20:48:52	15905/15905	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Dec%202024%2017:48:52%20GMT	https://smoothwan.discourse.group/privacy	C:/Users/user/Desktop/sm/smoothwan-forum/smoothwan.discourse.group/privacy.html	(from https://smoothwan.discourse.group/?_escaped_fragment_)
20:48:52	9838/9838	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Dec%202024%2017:48:53%20GMT	https://smoothwan.discourse.group/c/announcements/5?page=1	C:/Users/user/Desktop/sm/smoothwan-forum/smoothwan.discourse.group/c/announcements/52679.html	(from https://smoothwan.discourse.group/c/announcements/5)
20:48:54	44042/44042	---MC-	200	added ('OK')	application/rss+xml	date:Mon,%2009%20Dec%202024%2017:48:54%20GMT	https://smoothwan.discourse.group/posts.rss	C:/Users/user/Desktop/sm/smoothwan-forum/smoothwan.discourse.group/posts.rss	(from https://smoothwan.discourse.group/c/announcements/5)
20:48:54	57120/57120	---MC-	200	added ('OK')	application/rss+xml	date:Mon,%2009%20Dec%202024%2017:48:54%20GMT	https://smoothwan.discourse.group/latest.rss	C:/Users/user/Desktop/sm/smoothwan-forum/smoothwan.discourse.group/latest.rss	(from https://smoothwan.discourse.group/c/announcements/5)
20:48:55	20294/20294	---MC-	200	added ('OK')	application/rss+xml	date:Mon,%2009%20Dec%202024%2017:48:55%20GMT	https://smoothwan.discourse.group/c/announcements/5.rss	C:/Users/user/Desktop/sm/smoothwan-forum/smoothwan.discourse.group/c/announcements/5.rss	(from https://smoothwan.discourse.group/c/announcements/5)
20:48:56	11890/11890	---M--	200	added ('OK')	image/png	etag:%2291ebfa4024903388a4a76d5ad99ac6b4%22	https://cdck-file-uploads-canada1.s3.dualstack.ca-central-1.amazonaws.com/free1/uploads/smoothwan/original/1X/03eb1ddc6560412c34dcec770e569a32e90b9847.png	C:/Users/user/Desktop/sm/smoothwan-forum/cdck-file-uploads-canada1.s3.dualstack.ca-central-1.amazonaws.com/free1/uploads/smoothwan/original/1X/03eb1ddc6560412c34dcec770e569a32e90b9847.png	(from https://smoothwan.discourse.group/c/announcements/5)
20:48:57	19519/19519	---MCZ	200	added ('OK')	text/html	date:Fri,%2010%20Mar%202023%2019:00:59%20GMT	https://smoothwan.discourse.group/t/about-the-announcements-category/13	C:/Users/user/Desktop/sm/smoothwan-forum/smoothwan.discourse.group/t/about-the-announcements-category/13.html	(from https://smoothwan.discourse.group/c/announcements/5)
20:48:57	0/0	---M--	302	error ('Found')	text/html	date:Mon,%2009%20Dec%202024%2017:48:58%20GMT	https://smoothwan.discourse.group/user_avatar/smoothwan.discourse.group/talalm/25/115_2.png	C:/Users/user/Desktop/sm/smoothwan-forum/smoothwan.discourse.group/user_avatar/smoothwan.discourse.group/talalm/25/115_2.26.delayed	(from https://smoothwan.discourse.group/c/announcements/5)
20:48:57	722/722	---M--	200	added ('OK')	image/jpeg	etag:%22e84376e3856fa0354980d4d7406f1d7c%22	https://yyz2.discourse-cdn.com/free1/user_avatar/smoothwan.discourse.group/talalm/24/115_2.png	C:/Users/user/Desktop/sm/smoothwan-forum/yyz2.discourse-cdn.com/free1/user_avatar/smoothwan.discourse.group/talalm/24/115_2.jpg	(from https://smoothwan.discourse.group/c/announcements/5)
20:48:58	22380/22380	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Nov%202024%2012:50:36%20GMT	https://smoothwan.discourse.group/t/project-sunset-announcement/173	C:/Users/user/Desktop/sm/smoothwan-forum/smoothwan.discourse.group/t/project-sunset-announcement/173.html	(from https://smoothwan.discourse.group/c/announcements/5)
20:48:59	21051/21051	---MCZ	200	added ('OK')	text/html	date:Sat,%2028%20Sep%202024%2005:22:30%20GMT	https://smoothwan.discourse.group/t/speedify-now-supports-openwrt-officially/172	C:/Users/user/Desktop/sm/smoothwan-forum/smoothwan.discourse.group/t/speedify-now-supports-openwrt-officially/172.html	(from https://smoothwan.discourse.group/c/announcements/5)
20:49:00	15769/15769	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Dec%202024%2017:49:00%20GMT	https://smoothwan.discourse.group/tag/psa	C:/Users/user/Desktop/sm/smoothwan-forum/smoothwan.discourse.group/tag/psa.html	(from https://smoothwan.discourse.group/c/announcements/5)
20:49:01	14734/14734	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Dec%202024%2017:49:01%20GMT	https://smoothwan.discourse.group/tag/performance	C:/Users/user/Desktop/sm/smoothwan-forum/smoothwan.discourse.group/tag/performance.html	(from https://smoothwan.discourse.group/c/announcements/5)
20:49:01	14085/14085	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Dec%202024%2017:49:02%20GMT	https://smoothwan.discourse.group/tag/openwrt	C:/Users/user/Desktop/sm/smoothwan-forum/smoothwan.discourse.group/tag/openwrt.html	(from https://smoothwan.discourse.group/c/announcements/5)
20:49:02	22253/22253	---MCZ	200	added ('OK')	text/html	date:Thu,%2011%20Jan%202024%2019:52:42%20GMT	https://smoothwan.discourse.group/t/installing-speedify-on-any-openwrt-capable-router-unofficially/119	C:/Users/user/Desktop/sm/smoothwan-forum/smoothwan.discourse.group/t/installing-speedify-on-any-openwrt-capable-router-unofficially/119.html	(from https://smoothwan.discourse.group/c/announcements/5)
20:49:03	22143/22143	---MCZ	200	added ('OK')	text/html	date:Fri,%2022%20Sep%202023%2015:18:22%20GMT	https://smoothwan.discourse.group/t/tethering-is-now-easier-on-ios-android-with-pair-share-in-speedify-14/95	C:/Users/user/Desktop/sm/smoothwan-forum/smoothwan.discourse.group/t/tethering-is-now-easier-on-ios-android-with-pair-share-in-speedify-14/95.html	(from https://smoothwan.discourse.group/c/announcements/5)
20:49:04	12117/12117	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Dec%202024%2017:49:04%20GMT	https://smoothwan.discourse.group/tag/pairshare	C:/Users/user/Desktop/sm/smoothwan-forum/smoothwan.discourse.group/tag/pairshare.html	(from https://smoothwan.discourse.group/c/announcements/5)
20:49:04	21376/21376	---MCZ	200	added ('OK')	text/html	date:Sat,%2022%20Jul%202023%2013:17:39%20GMT	https://smoothwan.discourse.group/t/psa-device-limit-exceeded-account-issue-for-users-on-version-0-99-9-hf5/85	C:/Users/user/Desktop/sm/smoothwan-forum/smoothwan.discourse.group/t/psa-device-limit-exceeded-account-issue-for-users-on-version-0-99-9-hf5/85.html	(from https://smoothwan.discourse.group/c/announcements/5)
20:49:05	19324/19324	---MCZ	200	added ('OK')	text/html	date:Mon,%2005%20Jun%202023%2022:53:05%20GMT	https://smoothwan.discourse.group/t/proxmox-setup-example/78	C:/Users/user/Desktop/sm/smoothwan-forum/smoothwan.discourse.group/t/proxmox-setup-example/78.html	(from https://smoothwan.discourse.group/c/announcements/5)
20:49:06	20061/20061	---MCZ	200	added ('OK')	text/html	date:Sun,%2009%20Apr%202023%2018:03:50%20GMT	https://smoothwan.discourse.group/t/updated-bypass-speedify-vpn-over-vpn-guides/48	C:/Users/user/Desktop/sm/smoothwan-forum/smoothwan.discourse.group/t/updated-bypass-speedify-vpn-over-vpn-guides/48.html	(from https://smoothwan.discourse.group/c/announcements/5)
20:49:07	21362/21362	---MCZ	200	added ('OK')	text/html	date:Mon,%2003%20Apr%202023%2008:03:48%20GMT	https://smoothwan.discourse.group/t/release-smoothwan-0-99-9-hf5-smoothwan-smoothwan/43	C:/Users/user/Desktop/sm/smoothwan-forum/smoothwan.discourse.group/t/release-smoothwan-0-99-9-hf5-smoothwan-smoothwan/43.html	(from https://smoothwan.discourse.group/c/announcements/5)
20:49:07	20471/20471	---MCZ	200	added ('OK')	text/html	date:Fri,%2010%20Mar%202023%2019:03:57%20GMT	https://smoothwan.discourse.group/t/psa-unable-to-sign-in-speedify-ui-with-no-error-provided/16	C:/Users/user/Desktop/sm/smoothwan-forum/smoothwan.discourse.group/t/psa-unable-to-sign-in-speedify-ui-with-no-error-provided/16.html	(from https://smoothwan.discourse.group/c/announcements/5)
20:49:08	21807/21807	---MCZ	200	added ('OK')	text/html	date:Fri,%2010%20Mar%202023%2019:07:42%20GMT	https://smoothwan.discourse.group/t/psa-fix-agree-and-continue-button-not-visible/15	C:/Users/user/Desktop/sm/smoothwan-forum/smoothwan.discourse.group/t/psa-fix-agree-and-continue-button-not-visible/15.html	(from https://smoothwan.discourse.group/c/announcements/5)
20:49:09	19990/19990	---MCZ	200	added ('OK')	text/html	date:Fri,%2010%20Mar%202023%2019:00:32%20GMT	https://smoothwan.discourse.group/t/view-previous-discussions-at-github/14	C:/Users/user/Desktop/sm/smoothwan-forum/smoothwan.discourse.group/t/view-previous-discussions-at-github/14.html	(from https://smoothwan.discourse.group/c/announcements/5)
20:49:10	45919/45919	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Dec%202024%2017:49:10%20GMT	https://smoothwan.discourse.group/c/help/4?page=1	C:/Users/user/Desktop/sm/smoothwan-forum/smoothwan.discourse.group/c/help/42679.html	(from https://smoothwan.discourse.group/c/help/4)
20:49:10	46913/46913	---MC-	200	added ('OK')	application/rss+xml	date:Mon,%2009%20Dec%202024%2017:49:11%20GMT	https://smoothwan.discourse.group/c/help/4.rss	C:/Users/user/Desktop/sm/smoothwan-forum/smoothwan.discourse.group/c/help/4.rss	(from https://smoothwan.discourse.group/c/help/4)
